hot,images,int,labels,path
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[[[ 10   9  14]
  [ 10   9  14]
  [ 10   9  14]
  ...
  [  9  10  14]
  [  8   9  13]
  [  8   9  13]]

 [[ 10   9  14]
  [ 10   9  14]
  [ 10   9  14]
  ...
  [  9  10  14]
  [  9  10  14]
  [  9  10  14]]

 [[  9   8  13]
  [ 10   9  14]
  [ 10   9  14]
  ...
  [  9  10  14]
  [  9  10  14]
  [  9  10  14]]

 ...

 [[107  90  64]
  [105  87  65]
  [107  89  67]
  ...
  [102  78  68]
  [ 95  71  59]
  [107  79  67]]

 [[111  94  68]
  [109  91  69]
  [109  91  69]
  ...
  [119  98  88]
  [ 77  54  46]
  [103  75  63]]

 [[112  96  67]
  [111  93  69]
  [111  93  71]
  ...
  [138 119 108]
  [ 88  65  59]
  [ 88  59  47]]]",8,n8,input/training/n8/n8073.jpg
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[[[139 134 144]
  [139 129 142]
  [133 124 134]
  ...
  [153 161 137]
  [151 159 135]
  [153 161 137]]

 [[122 119 109]
  [123 114 112]
  [115 105 105]
  ...
  [153 161 137]
  [151 159 135]
  [153 161 137]]

 [[130 127 103]
  [124 114 100]
  [109  99  93]
  ...
  [153 161 137]
  [151 159 135]
  [153 161 137]]

 ...

 [[195 182 103]
  [195 182 103]
  [195 183 101]
  ...
  [180 181 178]
  [154 158 162]
  [126 133 144]]

 [[192 179 100]
  [196 183 104]
  [191 179  97]
  ...
  [156 163 164]
  [137 146 154]
  [124 136 151]]

 [[193 180 101]
  [189 176  97]
  [195 183 101]
  ...
  [127 136 140]
  [119 131 141]
  [109 124 142]]]",8,n8,input/training/n8/n8061.jpg
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[[[ 54  65  83]
  [ 54  65  83]
  [ 52  63  81]
  ...
  [ 43  85 101]
  [ 43  85 101]
  [ 43  85 101]]

 [[ 54  65  83]
  [ 54  65  83]
  [ 52  63  81]
  ...
  [ 43  85 101]
  [ 43  85 101]
  [ 43  85 101]]

 [[ 54  65  83]
  [ 54  65  83]
  [ 52  63  81]
  ...
  [ 43  85 101]
  [ 43  85 101]
  [ 43  85 101]]

 ...

 [[ 41  35  37]
  [ 33  27  29]
  [ 44  38  40]
  ...
  [114 142 146]
  [121 149 153]
  [128 156 160]]

 [[ 35  26  29]
  [ 53  44  47]
  [ 53  44  47]
  ...
  [114 142 146]
  [121 149 153]
  [128 156 160]]

 [[ 48  39  42]
  [ 46  37  40]
  [ 62  53  56]
  ...
  [114 142 146]
  [121 149 153]
  [128 156 160]]]",8,n8,input/training/n8/n8036.jpg
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[[[50 69 14]
  [62 76 17]
  [64 76 23]
  ...
  [10 16  5]
  [ 9 15  5]
  [ 7 15  4]]

 [[52 74 13]
  [67 79 20]
  [70 81 25]
  ...
  [11 17  5]
  [ 9 17  6]
  [ 8 15  5]]

 [[57 77 18]
  [71 85 23]
  [75 83 23]
  ...
  [11 17  5]
  [ 9 17  6]
  [10 16  4]]

 ...

 [[60 50 25]
  [61 51 24]
  [62 57 29]
  ...
  [44 61  9]
  [39 50 10]
  [45 60 16]]

 [[56 46 24]
  [53 47 23]
  [63 47 24]
  ...
  [48 66 14]
  [37 52 11]
  [41 47  8]]

 [[54 41 22]
  [52 38 19]
  [53 42 20]
  ...
  [46 66 15]
  [41 56 13]
  [32 41 12]]]",8,n8,input/training/n8/n808.jpg
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[[[ 8 14 12]
  [14 17 16]
  [16 18 17]
  ...
  [13 16 14]
  [19 20 19]
  [11 14 13]]

 [[ 9 14 12]
  [11 15 14]
  [15 16 16]
  ...
  [28 30 29]
  [21 23 22]
  [17 19 18]]

 [[10 14 13]
  [18 21 20]
  [17 19 18]
  ...
  [45 50 47]
  [43 41 42]
  [23 23 23]]

 ...

 [[23 35 26]
  [16 28 15]
  [13 15 14]
  ...
  [40 54 41]
  [40 62 45]
  [41 54 35]]

 [[20 32 22]
  [21 28 23]
  [13 14 10]
  ...
  [42 54 44]
  [45 62 48]
  [39 54 41]]

 [[18 35 26]
  [12 27 20]
  [10 13  9]
  ...
  [32 51 39]
  [44 64 49]
  [38 56 44]]]",8,n8,input/training/n8/n8115.jpg
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[[[ 30  40  32]
  [ 29  40  33]
  [ 29  41  35]
  ...
  [162 193 186]
  [164 195 190]
  [161 192 184]]

 [[ 29  39  31]
  [ 30  41  33]
  [ 31  46  39]
  ...
  [147 183 175]
  [158 190 187]
  [150 183 176]]

 [[ 31  45  35]
  [ 30  43  34]
  [ 29  45  35]
  ...
  [140 180 162]
  [136 174 159]
  [123 159 144]]

 ...

 [[ 50  90  66]
  [ 40  82  62]
  [ 36  69  55]
  ...
  [ 62 108  96]
  [ 58 106  92]
  [ 62 107  94]]

 [[ 44  76  65]
  [ 36  66  58]
  [ 30  44  41]
  ...
  [ 58 109  94]
  [ 58 106  92]
  [ 63 109  95]]

 [[ 20  23  20]
  [ 16  21  17]
  [ 13  15  10]
  ...
  [ 57 109  92]
  [ 57 103  92]
  [ 70 109  98]]]",8,n8,input/training/n8/n8071.jpg
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[[[  4   4   4]
  [  1   1   1]
  [  0   0   0]
  ...
  [  7   2   3]
  [  3   2   5]
  [  2   3   7]]

 [[  2   2   0]
  [  0   0   0]
  [  1   1   0]
  ...
  [ 31  25  12]
  [  5   2   0]
  [  0   1   0]]

 [[  2   3   0]
  [  0   1   0]
  [  1   2   0]
  ...
  [137 125 113]
  [ 53  46  38]
  [ 10   9   5]]

 ...

 [[ 53  80  28]
  [ 64  85  44]
  [ 23  31  18]
  ...
  [  2   1   3]
  [105  99  98]
  [ 82  72  70]]

 [[ 61  78  42]
  [ 34  43  28]
  [ 11  12  14]
  ...
  [  3   0   3]
  [ 66  58  58]
  [ 90  79  75]]

 [[ 66  81  41]
  [ 51  54  46]
  [ 17  14  21]
  ...
  [ 32  27  32]
  [ 66  56  56]
  [ 87  73  68]]]",8,n8,input/training/n8/n8072.jpg
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[[[  1   1   1]
  [  0   2   0]
  [  0   2   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  0   0   0]
  [  0   2   0]
  [  0   4   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  0   0   0]
  [  0   2   0]
  [  0   4   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 ...

 [[ 37  60  66]
  [ 69  88 102]
  [ 89 107 123]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[ 35  47  47]
  [ 49  63  70]
  [ 55  71  84]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[ 12  17  15]
  [ 14  20  10]
  [ 25  38  30]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]]",8,n8,input/training/n8/n8024.jpg
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[[[14 14 15]
  [20 22 19]
  [22 27 21]
  ...
  [43 41 14]
  [46 47 19]
  [51 56 26]]

 [[12 12 12]
  [16 18 15]
  [21 26 20]
  ...
  [50 46 19]
  [49 49 22]
  [47 51 25]]

 [[13 13 13]
  [13 15 12]
  [17 20 15]
  ...
  [47 43 18]
  [43 42 18]
  [43 45 23]]

 ...

 [[ 8  8  8]
  [12 12 10]
  [24 25 20]
  ...
  [45 62 26]
  [41 56 23]
  [39 53 23]]

 [[ 7  7  7]
  [13 13 11]
  [19 20 14]
  ...
  [51 69 31]
  [43 60 24]
  [40 55 22]]

 [[ 8  8  8]
  [12 12 10]
  [17 18 13]
  ...
  [45 67 25]
  [45 64 26]
  [42 56 24]]]",8,n8,input/training/n8/n8078.jpg
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[[[ 24  71  65]
  [  1  91  71]
  [  1  42  12]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[ 51  69  62]
  [ 46  71  59]
  [ 79 108 101]
  ...
  [  1   1   1]
  [  1   0   0]
  [  0   0   0]]

 [[ 54  71  56]
  [ 48  90  55]
  [ 39  85  53]
  ...
  [ 12  26  11]
  [  8  18   6]
  [  8  22   2]]

 ...

 [[  7   2   8]
  [  6  17  17]
  [  2   8   9]
  ...
  [ 29  49  12]
  [ 67  74  43]
  [ 68  78  46]]

 [[  5  18  19]
  [  2  12  11]
  [  2  13  11]
  ...
  [  2   2   3]
  [  5   5   1]
  [ 14  19   7]]

 [[ 32  57  49]
  [ 19  48  38]
  [ 17  47  39]
  ...
  [  2   2   0]
  [  4   6   1]
  [ 12  13   8]]]",8,n8,input/training/n8/n817.jpg
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[[[125 114  82]
  [198 181 163]
  [199 189 161]
  ...
  [ 31  30  25]
  [ 28  28  26]
  [ 29  31  25]]

 [[192 184 148]
  [195 178 160]
  [192 179 160]
  ...
  [ 30  31  26]
  [ 25  25  23]
  [ 28  28  25]]

 [[145 139 107]
  [183 168 147]
  [192 178 160]
  ...
  [ 32  34  29]
  [ 33  34  29]
  [ 28  28  28]]

 ...

 [[ 85  98  69]
  [ 81  96  65]
  [ 77  92  61]
  ...
  [ 36  38  33]
  [ 38  40  35]
  [ 38  41  33]]

 [[ 76  91  58]
  [ 75  89  56]
  [ 72  87  53]
  ...
  [ 35  37  32]
  [ 36  39  32]
  [ 40  42  37]]

 [[ 72  87  55]
  [ 75  86  54]
  [ 75  89  53]
  ...
  [ 25  26  21]
  [ 30  32  27]
  [ 34  36  31]]]",8,n8,input/training/n8/n8023.jpg
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[[[174 195 136]
  [172 192 104]
  [160 181  58]
  ...
  [127 121  97]
  [115 112  85]
  [101 102  71]]

 [[151 171 110]
  [158 174 102]
  [112 131  19]
  ...
  [ 93  85  63]
  [109 104  79]
  [100 100  72]]

 [[114 131  89]
  [112 134  35]
  [151 175  55]
  ...
  [ 77  70  51]
  [113 107  83]
  [104 100  74]]

 ...

 [[221 228 235]
  [213 219 233]
  [204 209 226]
  ...
  [ 90 104  48]
  [ 98 117  50]
  [116 139  53]]

 [[217 224 232]
  [213 219 233]
  [202 208 225]
  ...
  [ 98 115  42]
  [ 93 114  35]
  [ 89 110  29]]

 [[218 225 233]
  [210 216 230]
  [202 207 224]
  ...
  [ 74  93  14]
  [ 67  85  10]
  [ 56  77   6]]]",8,n8,input/training/n8/n8037.jpg
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[[[ 65  78  26]
  [ 67  74  30]
  [ 73  74  25]
  ...
  [ 79  67  45]
  [ 70  54  39]
  [ 57  52  40]]

 [[ 70  80  27]
  [ 71  76  24]
  [ 66  73  25]
  ...
  [ 68  60  39]
  [ 66  50  36]
  [ 70  58  39]]

 [[ 64  77  31]
  [ 73  81  32]
  [ 68  72  22]
  ...
  [ 67  61  39]
  [ 75  69  37]
  [ 84  80  40]]

 ...

 [[116 128  87]
  [101 108  90]
  [ 85  95  53]
  ...
  [123  93  75]
  [125  97  75]
  [130 105  85]]

 [[ 82  96  46]
  [ 92 103  60]
  [101 104  80]
  ...
  [116  89  63]
  [124  98  75]
  [125  97  73]]

 [[100 100  72]
  [ 71  85  34]
  [ 92 101  66]
  ...
  [114  87  65]
  [117  89  65]
  [122  94  72]]]",8,n8,input/training/n8/n8124.jpg
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[[[147 158  96]
  [ 85  88  53]
  [ 51  56  26]
  ...
  [ 18  15   6]
  [ 15  15   8]
  [ 16  13   6]]

 [[143 164  97]
  [137 155  75]
  [150 171  78]
  ...
  [ 16  13   4]
  [ 16  16   6]
  [ 33  33  23]]

 [[144 176 101]
  [108 114  56]
  [ 55  50  39]
  ...
  [ 16  14   5]
  [ 35  35  25]
  [ 17  17   6]]

 ...

 [[ 86  93  70]
  [ 44  45  31]
  [ 64  66  51]
  ...
  [ 42  58  19]
  [ 52  64  29]
  [ 41  52  19]]

 [[ 58  62  43]
  [ 77  80  62]
  [ 40  42  30]
  ...
  [ 46  63  24]
  [ 45  61  21]
  [ 66  81  43]]

 [[ 74  79  62]
  [ 56  59  38]
  [ 44  45  34]
  ...
  [ 62  81  35]
  [ 66  88  37]
  [ 70  90  41]]]",8,n8,input/training/n8/n8070.jpg
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[[[13 17 16]
  [22 22 19]
  [24 32 23]
  ...
  [44 45 19]
  [52 52 24]
  [56 59 32]]

 [[12 16 15]
  [21 21 19]
  [19 26 18]
  ...
  [47 46 21]
  [48 48 21]
  [51 54 27]]

 [[10 12  9]
  [15 15 14]
  [21 26 20]
  ...
  [47 45 20]
  [47 47 21]
  [46 49 22]]

 ...

 [[ 9  9  9]
  [13 13 11]
  [15 16 11]
  ...
  [38 61 15]
  [43 64 24]
  [37 53 17]]

 [[ 6  6  6]
  [11 11  9]
  [17 18 13]
  ...
  [49 71 27]
  [51 72 31]
  [42 57 23]]

 [[10 10 10]
  [13 13 11]
  [16 17 12]
  ...
  [50 68 30]
  [46 62 27]
  [40 53 25]]]",8,n8,input/training/n8/n8138.jpg
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[[[ 57  70  63]
  [ 56  67  63]
  [ 53  64  65]
  ...
  [120 169  78]
  [118 168  82]
  [113 162  83]]

 [[ 60  73  64]
  [ 56  67  61]
  [ 53  65  61]
  ...
  [114 161  81]
  [110 159  78]
  [105 153  77]]

 [[ 65  78  68]
  [ 58  69  61]
  [ 58  71  58]
  ...
  [107 160  82]
  [106 154  80]
  [103 150  78]]

 ...

 [[189 216 229]
  [171 200 205]
  [157 181 181]
  ...
  [113 176  71]
  [113 175  69]
  [118 176  74]]

 [[174 202 213]
  [162 194 186]
  [160 193 167]
  ...
  [112 173  69]
  [117 174  71]
  [118 173  72]]

 [[156 188 184]
  [138 173 151]
  [126 161 112]
  ...
  [115 173  70]
  [114 174  70]
  [119 175  74]]]",8,n8,input/training/n8/n8048.jpg
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[[[137 127  75]
  [ 91  85  50]
  [107 107  70]
  ...
  [ 76  89  49]
  [ 82  97  54]
  [112 131  87]]

 [[ 80  73  36]
  [ 60  57  33]
  [ 72  75  49]
  ...
  [ 58  72  32]
  [ 73  88  49]
  [111 128  90]]

 [[ 79  75  38]
  [ 66  67  39]
  [ 41  48  15]
  ...
  [ 84  97  59]
  [ 80  95  56]
  [ 76  93  59]]

 ...

 [[ 38  71   6]
  [ 44  76  15]
  [ 49  78  21]
  ...
  [ 61  80  17]
  [ 61  81   7]
  [112 135  39]]

 [[ 60  98  19]
  [ 32  68   0]
  [ 37  71   7]
  ...
  [142 172  50]
  [147 177  59]
  [135 167  36]]

 [[ 88 133  39]
  [ 80 119  37]
  [ 47  81  12]
  ...
  [144 183  36]
  [137 174  42]
  [129 166  36]]]",8,n8,input/training/n8/n8026.jpg
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[[[200 166 114]
  [155 128  75]
  [157 135  97]
  ...
  [154 130  91]
  [173 144 106]
  [150 124  97]]

 [[186 151 105]
  [175 135  76]
  [184 143  85]
  ...
  [163 136 103]
  [165 129 100]
  [169 132  96]]

 [[129 108  66]
  [200 151 101]
  [176 142  88]
  ...
  [186 168 135]
  [210 191 157]
  [185 161 117]]

 ...

 [[ 91  79  61]
  [ 67  61  44]
  [128 112  92]
  ...
  [227 201 153]
  [197 169 121]
  [179 151 110]]

 [[ 79  66  39]
  [ 81  69  54]
  [107  87  71]
  ...
  [188 159  86]
  [180 155  95]
  [154 131  87]]

 [[ 91  73  47]
  [101  94  74]
  [111 104  87]
  ...
  [190 167 106]
  [172 147 100]
  [169 135 101]]]",8,n8,input/training/n8/n8020.jpg
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[[[ 51  37  17]
  [105 116 118]
  [ 60  78  99]
  ...
  [209 159  43]
  [ 89  55  21]
  [126  90  55]]

 [[ 54  39  29]
  [148 153 161]
  [109 129 171]
  ...
  [203 151  40]
  [ 83  47   9]
  [ 85  48  31]]

 [[ 55  43  30]
  [124 121 112]
  [115 131 153]
  ...
  [196 146  33]
  [103  66   3]
  [ 91  60  38]]

 ...

 [[ 81  52  24]
  [101  66  33]
  [ 74  50  22]
  ...
  [ 34  25  17]
  [  9   5   4]
  [ 52  41  32]]

 [[ 70  49  23]
  [ 76  51  27]
  [ 43  34  19]
  ...
  [ 41  30  17]
  [ 11   6   3]
  [ 43  33  25]]

 [[ 45  38  19]
  [ 51  37  21]
  [ 25  21  14]
  ...
  [ 44  34  20]
  [ 10   9   8]
  [ 18  15  14]]]",8,n8,input/training/n8/n8119.jpg
"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[[[ 77  66  60]
  [ 72  64  56]
  [ 67  59  52]
  ...
  [  8   5  14]
  [  8   5  14]
  [  4   5  13]]

 [[ 99  90  81]
  [ 93  83  75]
  [ 90  81  74]
  ...
  [  8   5  14]
  [  8   5  14]
  [  2   5  12]]

 [[112 103  94]
  [104  95  86]
  [103  94  85]
  ...
  [  8   5  14]
  [  8   5  14]
  [  2   6  13]]

 ...

 [[216 173 140]
  [210 167 135]
  [203 159 133]
  ...
  [163 146 127]
  [112  96  80]
  [140 127 111]]

 [[144 104  69]
  [184 143 112]
  [159 119  91]
  ...
  [143 116  91]
  [125 103  80]
  [113 100  83]]

 [[141 105  73]
  [144 107  78]
  [210 174 148]
  ...
  [176 142 111]
  [193 159 131]
  [168 136 114]]]",4,n4,input/training/n4/n4025.jpg
"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[[[ 89  98  87]
  [ 84  94  84]
  [ 64  81  81]
  ...
  [167 150  92]
  [158 127  78]
  [130 105  58]]

 [[ 92 104  87]
  [ 86  94  81]
  [ 71  82  80]
  ...
  [156 124  73]
  [136 104  60]
  [111  81  45]]

 [[ 96 107  86]
  [ 92 105  90]
  [ 73  89  81]
  ...
  [132  98  62]
  [106  80  38]
  [ 91  72  33]]

 ...

 [[ 56  56  41]
  [ 47  46  34]
  [ 58  57  46]
  ...
  [ 34  26  22]
  [ 35  29  14]
  [ 52  44  34]]

 [[ 53  58  41]
  [ 40  44  29]
  [ 58  62  48]
  ...
  [ 33  26  22]
  [ 39  32  28]
  [ 49  43  38]]

 [[ 57  55  46]
  [ 46  47  36]
  [ 61  65  53]
  ...
  [ 27  27  19]
  [ 31  28  19]
  [ 41  36  30]]]",4,n4,input/training/n4/n4051.jpg
"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[[[ 28  51  43]
  [ 25  48  40]
  [ 27  50  42]
  ...
  [174 203 201]
  [170 199 197]
  [165 195 193]]

 [[ 27  48  43]
  [ 30  51  46]
  [ 28  49  44]
  ...
  [178 204 203]
  [175 201 200]
  [170 196 195]]

 [[ 28  50  43]
  [ 28  49  42]
  [ 28  49  42]
  ...
  [181 205 205]
  [177 201 201]
  [172 196 196]]

 ...

 [[ 23  18  13]
  [ 29  24  21]
  [ 32  23  22]
  ...
  [ 83 103  68]
  [ 83 123  83]
  [ 87 138  85]]

 [[ 33  22  18]
  [ 31  22  18]
  [ 32  27  23]
  ...
  [ 79 120  82]
  [ 79 132  86]
  [ 76 135  82]]

 [[ 16   8   5]
  [ 47  36  34]
  [ 33  19  18]
  ...
  [ 77 125  78]
  [ 78 129  80]
  [ 76 130  79]]]",4,n4,input/training/n4/n4027.jpg
"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[[[ 65  54  35]
  [ 23  22  17]
  [ 16  18  11]
  ...
  [149 113 105]
  [128  84  71]
  [110  65  57]]

 [[ 68  57  37]
  [ 35  31  25]
  [ 22  21  13]
  ...
  [127  88  77]
  [ 86  57  40]
  [ 68  40  27]]

 [[ 72  60  38]
  [ 39  32  24]
  [ 30  24  12]
  ...
  [ 85  69  54]
  [ 80  79  65]
  [ 77  79  69]]

 ...

 [[207 180 166]
  [234 208 193]
  [252 217 193]
  ...
  [ 22  30  33]
  [ 19  29  31]
  [ 17  28  35]]

 [[203 168 150]
  [238 207 190]
  [241 204 183]
  ...
  [ 21  28  32]
  [ 20  29  31]
  [ 17  29  35]]

 [[230 189 169]
  [237 202 182]
  [222 185 167]
  ...
  [ 21  27  34]
  [ 19  27  30]
  [ 16  28  34]]]",4,n4,input/training/n4/n4034.jpg
"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[[[ 56  88  76]
  [ 49  82  65]
  [ 41  75  51]
  ...
  [ 34  32  19]
  [ 23  24  16]
  [ 14  15   7]]

 [[ 62  95  78]
  [ 55  87  72]
  [ 46  79  58]
  ...
  [ 28  30  17]
  [ 23  25  13]
  [ 14  15  10]]

 [[ 65  97  82]
  [ 62  96  80]
  [ 53  87  71]
  ...
  [ 29  30  18]
  [ 23  25  14]
  [ 12  13   6]]

 ...

 [[137 175 105]
  [146 190 115]
  [157 198 122]
  ...
  [115  90  70]
  [116  93  75]
  [116 100  84]]

 [[141 179 106]
  [143 186 114]
  [147 190 110]
  ...
  [112  91  70]
  [113  96  76]
  [113 103  83]]

 [[141 178 109]
  [144 187 112]
  [141 186 105]
  ...
  [112  96  74]
  [111  99  77]
  [106  99  78]]]",4,n4,input/training/n4/n4149.jpg
"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[[[223 241 251]
  [225 242 250]
  [226 241 248]
  ...
  [126 146 118]
  [116 115  94]
  [146 127 104]]

 [[224 241 251]
  [222 241 250]
  [221 240 246]
  ...
  [ 80 111  75]
  [ 93 104  74]
  [145 124 103]]

 [[217 240 248]
  [216 239 247]
  [214 237 242]
  ...
  [ 66  96  59]
  [ 83  94  64]
  [131 113  92]]

 ...

 [[127 110  90]
  [144 127 111]
  [157 142 121]
  ...
  [222 237 255]
  [211 227 253]
  [211 225 254]]

 [[127 108  91]
  [148 131 114]
  [156 139 124]
  ...
  [220 236 253]
  [211 224 252]
  [212 217 245]]

 [[133 114 100]
  [139 122 105]
  [150 137 120]
  ...
  [220 233 254]
  [217 222 252]
  [216 217 238]]]",4,n4,input/training/n4/n4139.jpg
"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[[[35 70 48]
  [39 73 46]
  [34 63 42]
  ...
  [ 0 29 27]
  [ 1 30 26]
  [ 1 30 26]]

 [[29 62 38]
  [37 67 44]
  [28 56 39]
  ...
  [ 1 29 26]
  [ 1 32 27]
  [ 1 32 27]]

 [[30 59 35]
  [33 60 41]
  [27 50 39]
  ...
  [ 3 29 26]
  [ 4 34 28]
  [ 6 33 28]]

 ...

 [[30 63 50]
  [33 65 52]
  [34 65 53]
  ...
  [20 40 29]
  [16 37 26]
  [15 42 29]]

 [[31 63 50]
  [32 64 51]
  [32 63 50]
  ...
  [19 41 29]
  [16 38 26]
  [17 44 31]]

 [[32 64 51]
  [31 63 50]
  [29 61 48]
  ...
  [17 40 27]
  [17 39 27]
  [17 44 31]]]",4,n4,input/training/n4/n4061.jpg
"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[[[203 252 238]
  [204 250 239]
  [197 252 239]
  ...
  [  4  12   9]
  [  5  16  10]
  [  7  17  12]]

 [[204 251 241]
  [198 252 241]
  [188 250 237]
  ...
  [  7  13  11]
  [  5  10   9]
  [ 15  19  19]]

 [[203 251 242]
  [188 251 241]
  [186 252 240]
  ...
  [ 12  18  15]
  [  5  13   8]
  [  8  14  10]]

 ...

 [[ 11  31  37]
  [  4   5  12]
  [  2   9   9]
  ...
  [ 34  50  42]
  [ 40  52  48]
  [ 29  46  36]]

 [[ 50  85  79]
  [ 30  47  56]
  [  6  12  17]
  ...
  [ 28  51  33]
  [ 40  53  46]
  [ 23  44  35]]

 [[ 46  87  80]
  [ 52  83  83]
  [ 55  80  77]
  ...
  [ 24  49  28]
  [ 35  42  35]
  [ 27  45  34]]]",4,n4,input/training/n4/n4147.jpg
"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[[[60 97 28]
  [59 99 29]
  [56 96 27]
  ...
  [44 38  2]
  [44 38  4]
  [45 39  5]]

 [[58 90 28]
  [54 89 25]
  [50 87 19]
  ...
  [45 39  3]
  [45 39  5]
  [46 40  6]]

 [[55 80 25]
  [47 78 17]
  [40 76  9]
  ...
  [48 40  4]
  [46 40  4]
  [45 39  3]]

 ...

 [[31 37  1]
  [28 41  2]
  [23 41  0]
  ...
  [18 31  1]
  [18 31  1]
  [17 30  0]]

 [[34 37  8]
  [31 40  3]
  [25 41  0]
  ...
  [19 31  1]
  [17 31  1]
  [17 30  0]]

 [[33 35 12]
  [32 37  6]
  [28 39  0]
  ...
  [18 30  0]
  [16 30  0]
  [17 29  0]]]",4,n4,input/training/n4/n4151.jpg
"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[[[ 35  52   6]
  [ 33  47   9]
  [ 28  37   5]
  ...
  [ 12  26   0]
  [ 13  27   3]
  [ 11  25   3]]

 [[ 29  49   5]
  [ 25  41   6]
  [ 22  31   7]
  ...
  [ 10  22   2]
  [  8  20   0]
  [  8  20   0]]

 [[ 24  47   5]
  [ 20  38   5]
  [ 20  31   5]
  ...
  [  9  17   2]
  [  9  17   2]
  [  9  17   2]]

 ...

 [[116 113  75]
  [ 49  44   2]
  [ 18  10   0]
  ...
  [ 23  21   6]
  [ 15  17   4]
  [ 16  18   5]]

 [[ 25  19   2]
  [ 35  28  14]
  [107  86  37]
  ...
  [ 22  22   6]
  [ 17  19   8]
  [ 19  22  11]]

 [[ 16  10   1]
  [ 25  19   4]
  [ 66  55  13]
  ...
  [ 19  21   8]
  [ 13  15   4]
  [ 18  19   9]]]",4,n4,input/training/n4/n4131.jpg
